smiles,pKa,marvin_atom,kind,site_atoms,site_kinds,site_names
O=C(C[NH+]1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1F,6.3,12,base,"[9, 12]","['acid', 'base']","['sulfone_CH', 'tert_amine']"
O=C(C[NH+]1CCCCC1)Nc1ccccc1,7.85,10,base,"[10, 6]","['base', 'base']","['tert_amine', 'aniline_sec']"
O=C(Cc1ccc2ccc3cccnc3c2n1)c1ccccc1,4.4,19,base,"[19, 22]","['base', 'base']","['pyridine_N', 'pyridine_N']"
O=C(Cc1ccccc1)NC1CC[NH+](CCCN2C(=O)COc3ccccc32)CC1,7.9,13,base,"[13, 19]","['base', 'base']","['tert_amine', 'aniline_tert']"
O=C(Cc1ccccc1)NO,9.26,10,acid,"[10, 9]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCC[NH+]1CCOCC1,8.4,14,base,"[14, 20]","['base', 'base']","['tert_amine', 'aniline_sec']"
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCC[NH+]1CCOCC1,7.99,13,base,"[13, 19]","['base', 'base']","['tert_amine', 'aniline_sec']"
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCC[NH+]1CCOCC1,7.52,12,base,"[12, 18]","['base', 'base']","['tert_amine', 'aniline_sec']"
O=C(N1CCN(c2cc[nH+]cc2Cl)CC1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,5.8,26,base,"[26, 20]","['base', 'base']","['pyridine_N', 'aniline_tert']"
O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CC[NH+](C2CCC2)CC3)CC1,9.2,23,base,"[23, 15]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(N=Cc1ccccn1)C1CCCC1C(=O)N1CCCC1,4.4,3,base,"[3, 7]","['base', 'base']","['pyridine_N', 'imine_N']"
O=C(NCC1CCCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,2.63,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NCC1CCCCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C(F)(F)F,2.63,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)cc1C(F)(F)F,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NCC1CCOCC1)c1cnc(Nc2cccc(F)c2)cc1C(F)(F)F,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NCC[NH+]1CCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,6.46,11,base,"[11, 14]","['base', 'base']","['tert_amine', 'aniline_tert']"
O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Br)c2)cc1C(F)(F)F,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NNc1ccc(Br)cc1)c1ccncc1,4.03,13,base,"[13, 6]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(NO)C1CCCCC1,9.87,9,acid,"[9, 8]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
O=C(NO)c1cccc2ccccc12,7.7,13,acid,"[13, 12]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
O=C(NO)c1ccccc1,8.71,9,acid,"[9, 8]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,4.3,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(Nc1cc(Cl)ccc1O)OCC(Cl)Cl,10.4,15,acid,"[15, 7]","['acid', 'acid']","['phenol', 'carbamate_NH']"
O=C(Nc1cc(Cl)ccc1O)Oc1cccc(C(F)(F)F)c1,8.97,16,acid,"[16, 9]","['acid', 'acid']","['phenol', 'carbamate_NH']"
O=C(Nc1cc(Cl)ccc1O)Oc1cccc(Cl)c1,9.02,17,acid,"[17, 10]","['acid', 'acid']","['phenol', 'carbamate_NH']"
O=C(Nc1cc(Cl)ccc1O)Oc1ccccc1,10.0,16,acid,"[16, 9]","['acid', 'acid']","['phenol', 'carbamate_NH']"
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])CC(C2CCCCC2)NC1=O,6.5,28,acid,"[28, 12]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5,29,acid,"[29, 16]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])CC(c2ccccc2)NC1=O,6.5,28,acid,"[28, 15]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])C[C@@H](c2ccccc2)NC1=O,6.5,28,acid,"[28, 15]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(C2CCCCC2)cc1)C1=C([O-])C[C@H](c2ccccc2)NC1=O,6.5,28,acid,"[28, 15]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(Oc2ccccc2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5,30,acid,"[30, 16]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=C([O-])CC(Cc2ccccc2)NC1=O,6.5,32,acid,"[32, 16]","['acid', 'base']","['enol', 'aniline_sec']"
O=C(Nc1cccc(OCc2ccc(F)cc2)c1)C1CC[NH2+]CC1,9.8,21,base,"[21, 15]","['base', 'base']","['sec_amine', 'aniline_sec']"
O=C(Nc1ccccn1)c1ccccc1,3.33,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(Nc1cccnc1)c1ccccc1,3.8,13,base,"[13, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C(Nc1ccncc1)c1ccccc1,5.32,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
O=C([O-])C1CCC[NH2+]1,10.61,3,base,"[7, 3]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])C1CC[NH2+]1,9.54,2,base,"[6, 2]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,5.8,11,acid,"[11, 12]","['acid', 'base']","['carboxylic_acid', 'aniline_tert']"
O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,5.05,15,acid,"[15, 10]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])C[NH+]1CCCCC1,10.35,3,base,"[9, 3]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl,4.02,17,acid,"[17, 7]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1cccc2oc(-c3ccc(Cl)cc3)nc12,6.1,19,acid,"[19, 8]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])Cc1cccc2oc(-c3ccccc3)nc12,6.3,18,acid,"[18, 7]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Br,4.2,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.256,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1I,4.24,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1c(F)cccc1F,4.09,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,4.31,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1cc(Cl)ccc1Cl,4.1,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.3,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1cccc(Cl)c1Cl,4.2,9,acid,"[9, 10]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1ccccc1Nc1ccccc1,4.1,16,acid,"[16, 6]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
O=C([O-])Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,3.0,28,acid,"[28, 13]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])[C@@H]1CCC[NH2+]1,10.56,3,base,"[7, 3]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])[C@@H]1C[C@@H](O)C[NH2+]1,9.64,3,base,"[7, 3]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])[C@@H]1C[C@H](Cc2cccc(F)c2)C[NH2+]1,10.1,11,base,"[15, 11]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])[C@@H]1C[C@H](Oc2cccc(Cl)c2)C[NH2+]1,8.9,11,base,"[15, 11]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
O=C([O-])[C@@H]1O[C@H](Oc2ccc3[nH]c(=O)ccc3c2)[C@@H](O)[C@H](O)[C@H]1O,3.41,20,acid,"[20, 4]","['acid', 'acid']","['carboxylic_acid', 'aromatic_lactam']"
O=C([O-])c1c2ccccc2nc2ccccc12,4.0,13,base,"[16, 13]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,3.15,16,acid,"[16, 17]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1cc(Br)ccc1O,3.9,9,acid,"[9, 10]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1cc(Cl)ccc1O,3.9,9,acid,"[9, 10]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1cc(I)ccc1O,3.9,9,acid,"[9, 10]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1cc2ccccc2cc1O,2.71,12,acid,"[12, 13]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1ccc(/N=C/c2ccccc2)cc1,4.47,16,acid,"[16, 7]","['acid', 'base']","['carboxylic_acid', 'imine_N']"
O=C([O-])c1ccc2ccccc2n1,4.97,12,acid,"[12, 9]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1ccccc1O,3.354167,8,acid,"[8, 9]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
O=C([O-])c1ccccn1,5.32,8,acid,"[8, 3]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1ccn[nH]1,3.84,7,acid,"[7, 3]","['acid', 'acid']","['carboxylic_acid', 'pyrazole_NH']"
O=C([O-])c1ccnc2ccccc12,4.76,12,acid,"[12, 9]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cnc(Br)s1,2.96,8,acid,"[8, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cnc(Cl)s1,3.0,8,acid,"[8, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cncs1,2.99,7,acid,"[7, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cnoc1,3.39,7,acid,"[7, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1csc(Br)n1,3.28,8,acid,"[8, 2]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1csc(Cl)n1,3.3,8,acid,"[8, 2]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1cscn1,3.27,7,acid,"[7, 2]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1nccc2ccccc12,4.97,12,acid,"[12, 8]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1nccs1,2.57,7,acid,"[7, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C([O-])c1nsc2ccccc12,2.76,11,acid,"[11, 7]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2[nH]1)N1CCOCC1,7.7,10,base,"[10, 21]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1cc2cc(OC3CC[NH+](C4CC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,7.5,10,base,"[10, 26]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1cc2cc(OC3CC[NH+](C4CCC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,9.1,10,base,"[10, 27]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1cc2cc(OC3CC[NH+](C4COC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1,6.4,10,base,"[10, 27]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1cc2cc(OCCC[NH+]3CCCCC3)ccc2[nH]1)N1CCOCC1,10.0,10,base,"[10, 21]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1ccc2c(c1)cc(C(=O)N1CCOCC1)n2CC(F)(F)F)N1CC[NH+](C2CCC2)CC1,6.8,11,base,"[11, 28]","['base', 'base']","['tert_amine', 'morpholine_N']"
O=C(c1ccc2cc(OCCC[NH+]3CCCCC3)ccc2n1)N1CCC1,9.4,14,base,"[14, 3]","['base', 'base']","['tert_amine', 'pyridine_N']"
O=C(c1ccccc1)N(O)c1ccccc1,7.87,15,acid,"[15, 8]","['acid', 'base']","['hydroxamic_acid', 'aniline_tert']"
O=C(c1cncs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6,12,base,"[12, 22]","['base', 'base']","['pyridine_N', 'pyridine_N']"
O=C1C=C[NH+]2C[C@@H]3C[C@@H](C[NH+]4CCCC[C@H]34)[C@@H]2C1,9.25,3,base,"[3, 11]","['base', 'base']","['tert_amine', 'tert_amine']"
O=C1CC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,4.6,21,acid,"[21, 13]","['acid', 'base']","['enol', 'aniline_sec']"
O=C1CCC([O-])=C1O,4.8,6,acid,"[6, 7]","['acid', 'acid']","['enol', 'enol']"
O=C1CCCc2nc3c(ccn4ccnc34)cc21,2.0,5,base,"[5, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
O=C1CCc2ccccc2N1CCC[NH+]1CCC(c2ccc3[nH]ccc3c2)CC1,9.0,14,base,"[14, 10]","['base', 'base']","['tert_amine', 'aniline_tert']"
O=C1C[C@H]2OCC=C3C[NH+]4CC[C@@]56c7ccccc7N1[C@@H]5[C@@H]2[C@@H]3C[C@@H]46,8.18,9,base,"[9, 15]","['base', 'base']","['tert_amine', 'aniline_tert']"
O=C1N=C(Cc2ccccc2)C(=O)N1,8.6,11,acid,"[11, 8]","['acid', 'base']","['imide', 'imine_N']"
O=C1NC(c2ccccc2)CC([O-])=C1Nc1ccccc1Cl,6.0,21,acid,"[21, 13]","['acid', 'base']","['enol', 'aniline_sec']"
O=C1OC(C(O)CO)C(OCCCCCCO[N+](=O)[O-])=C1O,7.6,21,acid,"[21, 5]","['acid', 'base']","['enol', 'tert_amine']"
O=C1OC(C(O)CO)C(OCCCO[N+](=O)[O-])=C1O,7.55,13,acid,"[13, 16]","['acid', 'base']","['enol', 'tert_amine']"
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2-c2ccccc2)=C1O,7.6,27,acid,"[27, 8]","['acid', 'base']","['enol', 'pyridine_N']"
O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O,7.62,30,acid,"[30, 11]","['acid', 'base']","['enol', 'pyridine_N']"
O=C1OC(C(O)CO)C([O-])=C1OCCCCCCO[N+](=O)[O-],3.56,21,acid,"[21, 5]","['acid', 'base']","['enol', 'tert_amine']"
O=C1OC(C(O)CO)C([O-])=C1OCCCO[N+](=O)[O-],3.19,13,acid,"[13, 16]","['acid', 'base']","['enol', 'tert_amine']"
O=C1OC(C(O)CO)C([O-])=C1OCCCOc1no[n+]([O-])c1-c1ccccc1,3.44,27,acid,"[27, 8]","['acid', 'base']","['enol', 'pyridine_N']"
O=CN(O)c1ccccc1,7.92,9,acid,"[9, 6]","['acid', 'base']","['hydroxamic_acid', 'aniline_tert']"
O=CNO,8.77,3,acid,"[3, 2]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
O=Cc1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,4.745,15,base,"[15, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
O=Cc1ccc(O)c2ncccc12,5.715,10,acid,"[10, 8]","['acid', 'base']","['phenol', 'pyridine_N']"
O=Cc1cccnc1C(=O)[O-],3.7,8,acid,"[8, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
O=Cc1ncccc1O,6.95,8,acid,"[8, 4]","['acid', 'base']","['phenol', 'pyridine_N']"
O=NCC(=O)c1ccc(OCC2CC[NH+](Cc3ccccc3)CC2)nc1,7.8,7,base,"[7, 20]","['base', 'base']","['tert_amine', 'pyridine_N']"
O=NCc1ccc(OCC2CC[NH+](Cc3ccccc3)CC2)nc1,11.2,7,base,"[7, 20]","['base', 'base']","['tert_amine', 'pyridine_N']"
O=Nc1c(O)ccc2ncsc12,5.43,11,acid,"[11, 6]","['acid', 'base']","['phenol', 'pyridine_N']"
O=P([O-])([O-])CCc1ccccc1,2.34,10,base,"[10, 11]","['acid', 'acid']","['phosphoric_acid', 'phosphoric_acid']"
O=P1([O-])NCCCO1,4.1,7,acid,"[7, 2]","['acid', 'base']","['phosphoric_acid', 'sec_amine']"
O=S(=O)(Cc1ccccc1)c1ccccc1[O-],7.12,16,acid,"[16, 6]","['acid', 'acid']","['phenol', 'sulfone_CH']"
O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,5.1,13,acid,"[13, 18]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
O=S(=O)(Nc1ccccn1)c1ccccc1,8.2,9,acid,"[9, 15]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
O=S(=O)(Nc1cncc(Br)c1)c1ccccc1C(F)(F)F,5.3,13,acid,"[13, 18]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
O=S(=O)(Nc1nccs1)c1ccccc1,5.73,9,acid,"[9, 11]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
O=S(=O)(c1ccc(F)cc1)C1CC[NH+](CCc2ccc(F)cc2F)CC1,7.2,13,base,"[10, 13]","['acid', 'base']","['sulfone_CH', 'tert_amine']"
O=S(=O)(c1ccccc1)C1CC[NH+](CCc2ccc(F)cc2F)CC1,7.3,12,base,"[9, 12]","['acid', 'base']","['sulfone_CH', 'tert_amine']"
O=S1(=O)NCN(CC(F)(F)F)c2ccc(Cl)cc21,9.01,10,acid,"[10, 12]","['acid', 'base']","['sulfonamide_2', 'aniline_tert']"
O=S1(=O)NCN(CCF)c2ccc(Cl)cc21,9.35,10,acid,"[10, 12]","['acid', 'base']","['sulfonamide_2', 'aniline_tert']"
O=c1[nH]c(=O)n(-c2ccccc2)[nH]1,4.9,9,acid,"[9, 12]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1[nH]c(CCc2ccccc2)no1,5.73,9,acid,"[9, 13]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1[nH]c(CCc2ccccc2)ns1,6.5,9,acid,"[9, 13]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1[nH]c(Cl)c(C2=CCCC2)c(=O)[nH]1,5.8,8,acid,"[8, 11]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(Cl)ccc1O,9.6,20,acid,"[20, 10]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1[nH]c2cc(Cl)ccc2c([O-])c1-c1ccccc1,5.4,18,acid,"[18, 14]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1[nH]c2ccc(F)c(Cl)c2cc1[O-],7.33,11,acid,"[11, 6]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1[nH]c2cccc(Cl)c2cc1[O-],7.6,9,acid,"[9, 8]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1[nH]c2ccccc2[nH]c1=O,9.67,11,acid,"[6, 11]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1[nH]c2ccccc2cc1[O-],8.7,11,acid,"[11, 10]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1[nH]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.965,13,base,"[6, 13]","['acid', 'base']","['aromatic_lactam', 'tert_amine']"
O=c1[nH]c2ccccc2n1C1CC[NH+](CCOc2ccccc2)CC1,7.4,9,base,"[22, 9]","['acid', 'base']","['aromatic_lactam', 'tert_amine']"
O=c1[nH]cc(F)c(=O)[nH]1,8.0,4,acid,"[4, 7]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1[nH]ccc2c1cnc1ccccc12,4.1,14,base,"[9, 14]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1[nH]nc(S(=O)Cc2ccccc2)[nH]1,5.2,10,acid,"[10, 13]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1[nH]nc(SCc2ccccc2)[nH]1,6.94,9,acid,"[9, 12]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2sc(C[NH+]3CCCCC3)cc2c1,8.29,26,base,"[26, 15]","['base', 'base']","['tert_amine', 'pyridine_N']"
O=c1cc(-c2ccccc2)nc2c(O)cccn12,10.2,17,acid,"[17, 16]","['acid', 'base']","['phenol', 'pyridine_N']"
O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,6.85,17,acid,"[18, 17]","['acid', 'acid']","['phenol', 'phenol']"
O=c1cc([O-])c2ccc(Cl)cc2[nH]1,5.8,12,acid,"[12, 7]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1cc([O-])c2ccccc2[nH]1,5.86,11,acid,"[11, 10]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1cc([O-])n2ncc(-c3ccc(Br)cc3)c2[nH]1,3.8,16,acid,"[16, 11]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1cc([O-])n2ncc(-c3ccccc3)c2[nH]1,3.8,16,acid,"[16, 11]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1cc([O-])n2nccc2[nH]1,3.7,10,acid,"[10, 5]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
O=c1ccc(O)c(O)cc1,8.285,9,acid,"[9, 8]","['acid', 'acid']","['phenol', 'phenol']"
O=c1ccc2cc(O)c(O)cc2o1,7.63,11,acid,"[12, 11]","['acid', 'acid']","['phenol', 'phenol']"
O=c1ccc2ccc(O)c(O)c2o1,6.9,12,acid,"[12, 11]","['acid', 'acid']","['phenol', 'phenol']"
O=c1ccccc([O-])c1[O-],9.12,8,acid,"[9, 8]","['acid', 'acid']","['phenol', 'phenol']"
O=c1cnc2ccccc2[nH]1,9.1,6,acid,"[6, 10]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1cncc[nH]1,8.23,6,acid,"[6, 2]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,6.74,13,base,"[13, 16]","['base', 'base']","['tert_amine', 'aniline_tert']"
O=c1ncc2ccccc2[nH]1,10.69,10,acid,"[10, 7]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1,6.8,21,acid,"[21, 12]","['acid', 'base']","['phenol', 'pyridine_N']"
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,6.84,20,acid,"[20, 6]","['acid', 'base']","['phenol', 'pyridine_N']"
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2s1,7.02,20,acid,"[20, 6]","['acid', 'base']","['phenol', 'pyridine_N']"
OCCCNc1c2ccccc2[nH+]c2c1[nH]c1ccccc12,8.3,16,base,"[16, 17]","['base', 'base']","['pyridine_N', 'aniline_sec']"
OCCCNc1c2ccccc2[nH+]c2c1oc1ccccc12,8.2,9,base,"[9, 17]","['base', 'base']","['pyridine_N', 'aniline_sec']"
OCCN1CC[NH+](CCO)CC1,7.75,2,base,"[2, 5]","['base', 'base']","['tert_amine', 'tert_amine']"
OCCNc1c2ccccc2[nH+]c2c1[nH]c1ccccc12,8.3,16,base,"[16, 17]","['base', 'base']","['pyridine_N', 'aniline_sec']"
OCCNc1c2ccccc2[nH+]c2c1oc1ccccc12,8.2,9,base,"[9, 17]","['base', 'base']","['pyridine_N', 'aniline_sec']"
OCCOCCN1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.75,17,base,"[14, 17]","['base', 'base']","['tert_amine', 'tert_amine']"
OC[C@@H]1O[C@H](n2ccc3c2ncn2ccnc32)[C@@H](O)[C@H]1O,5.49,6,base,"[6, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
OCc1cnc[nH]1,6.38,4,base,"[2, 4]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Oc1ccc(Br)cc1-c1cc(Br)ccc1O,8.6,15,acid,"[15, 13]","['acid', 'acid']","['phenol', 'phenol']"
Oc1ccc2[nH]ncc2c1,10.05,6,acid,"[6, 9]","['acid', 'acid']","['phenol', 'pyrazole_NH']"
Oc1ccc2cn[nH]c2c1,9.35,9,acid,"[9, 5]","['acid', 'acid']","['phenol', 'pyrazole_NH']"
Oc1cccc2[nH]ncc12,8.65,9,acid,"[9, 6]","['acid', 'acid']","['phenol', 'pyrazole_NH']"
Oc1cccc2c1-c1c(O)cccc1-2,9.58,13,acid,"[6, 13]","['acid', 'acid']","['phenol', 'phenol']"
Oc1cccc2scnc12,8.77,9,acid,"[9, 8]","['acid', 'base']","['phenol', 'pyridine_N']"
Oc1ccccc1-c1cc2ccccc2cc1O,7.55,17,acid,"[17, 16]","['acid', 'acid']","['phenol', 'phenol']"
Oc1ccccc1-c1ccccc1O,7.5,13,acid,"[13, 12]","['acid', 'acid']","['phenol', 'phenol']"
Oc1ccccc1O,10.445,7,acid,"[7, 6]","['acid', 'acid']","['phenol', 'phenol']"
Oc1cnoc1,7.75,5,acid,"[5, 4]","['acid', 'base']","['phenol', 'pyridine_N']"
